22:26:20 ============================================================
22:26:20 E2 补跑开始
22:26:20   框架: configs/frameworks/law-v2.55-cross-review.yaml
22:26:20   模型: ['glm-5.1', 'qwen3.6-plus', 'deepseek-v4-pro', 'kimi-k2.6']
22:26:20   待评测: 32 篇 — [152, 1786, 1402, 1915, 407, 1577, 1763, 338, 1219, 1853, 500, 409, 1571, 901, 1321, 1296, 1739, 418, 1195, 1141, 1640, 1271, 1202, 1392, 756, 1782, 1698, 1407, 1644, 1804, 1568, 1113]
22:26:20   并发: 5 篇论文
22:26:20   输出: results/e2-top102
22:26:20 ============================================================
22:26:20 [R1] PID 152 → 开始
22:26:20 [R1] PID 1786 → 开始
22:26:21 [R1] PID 1402 → 开始
22:26:21 [R1] PID 1915 → 开始
22:26:21 [R1] PID 407 → 开始
22:26:43 HTTP Request: POST https://dashscope.aliyuncs.com/compatible-mode/v1/chat/completions "HTTP/1.1 200 OK"
22:26:44 HTTP Request: POST https://dashscope.aliyuncs.com/compatible-mode/v1/chat/completions "HTTP/1.1 200 OK"
22:26:44 HTTP Request: POST https://dashscope.aliyuncs.com/compatible-mode/v1/chat/completions "HTTP/1.1 200 OK"
22:26:47 HTTP Request: POST https://dashscope.aliyuncs.com/compatible-mode/v1/chat/completions "HTTP/1.1 200 OK"
22:26:48 HTTP Request: POST https://dashscope.aliyuncs.com/compatible-mode/v1/chat/completions "HTTP/1.1 200 OK"
22:26:50 HTTP Request: POST https://dashscope.aliyuncs.com/compatible-mode/v1/chat/completions "HTTP/1.1 200 OK"
22:26:53 HTTP Request: POST https://dashscope.aliyuncs.com/compatible-mode/v1/chat/completions "HTTP/1.1 200 OK"
22:26:54 HTTP Request: POST https://dashscope.aliyuncs.com/compatible-mode/v1/chat/completions "HTTP/1.1 200 OK"
22:27:04 HTTP Request: POST https://dashscope.aliyuncs.com/compatible-mode/v1/chat/completions "HTTP/1.1 200 OK"
22:27:09 HTTP Request: POST https://dashscope.aliyuncs.com/compatible-mode/v1/chat/completions "HTTP/1.1 200 OK"
22:27:11 HTTP Request: POST https://dashscope.aliyuncs.com/compatible-mode/v1/chat/completions "HTTP/1.1 200 OK"
22:27:12 HTTP Request: POST https://dashscope.aliyuncs.com/compatible-mode/v1/chat/completions "HTTP/1.1 200 OK"
22:27:14 HTTP Request: POST https://dashscope.aliyuncs.com/compatible-mode/v1/chat/completions "HTTP/1.1 200 OK"
22:27:21 HTTP Request: POST https://dashscope.aliyuncs.com/compatible-mode/v1/chat/completions "HTTP/1.1 200 OK"
